Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
East Asia & Pacific,EAS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.731315366,0.700688587,0.673670124,0.663827237,0.641511215,0.63877534,0.597662946,0.574639,0.568234199,0.541524393,0.523195309,0.511005028,0.503040428,0.516003482,0.521087198,0.518599124,0.502108265,0.482029921,0.458148899,0.45844662,0.455773821,0.454184671,0.434094933,0.423651212,0.407317866,0.389568222,0.375506577,0.364799034,0.353560405,0.339844507,0.334949949
Europe & Central Asia (excluding high income),ECA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,1.497505069,1.482013579,1.504729641,1.420027776,1.395558921,1.347962126,1.284538223,1.164169022,1.270891034,1.226810332,1.121937813,1.057504439,1.000399809,0.941105357,0.841515334,0.750422091,0.65245905,0.596772059,0.52710374,0.501913645,0.489687085,0.465257469,0.430922269,0.389703457,0.367958615,0.364646565,0.35909059,0.344067338,0.329627352,0.318345161,0.309489402
Europe & Central Asia,ECS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.797503465,0.763039471,0.724210855,0.679550793,0.6320085,0.603408452,0.584711466,0.541038131,0.529331616,0.504443008,0.473468614,0.454178602,0.433552741,0.429683502,0.403808844,0.38192412,0.350033435,0.325412831,0.301114656,0.285406663,0.283032766,0.26704443,0.256087182,0.238810262,0.221722242,0.216556384,0.207036975,0.198066184,0.188356718,0.174420846,0.167783447
Ecuador,ECU,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.312449321,0.295762297,0.303063248,0.292171783,0.304342467,0.324295847,0.359134021,0.351879971,0.330425174,0.302129577,0.298155559,0.308296731,0.290666242,0.283035424,0.270443896,0.26847587,0.266303166,0.258030698,0.246217176,0.26484738,0.272981795,0.246871385,0.232421476,0.226609355,0.223719333,0.230831473,0.218674868,0.197677777,0.199102534,0.19245341,0.178984753
"Egypt, Arab Rep.",EGY,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.421396512,0.410536434,0.390799399,0.378164842,0.337812011,0.337135669,0.332898282,0.332532997,0.325929074,0.31821763,0.287711619,0.300431739,0.295156142,0.288242252,0.292952229,0.305214724,0.291681867,0.284858609,0.270132855,0.266857819,0.254146288,0.251317539,0.224272383,0.215576218,0.222398804,0.212625435,0.222711881,0.218500705,0.19713973,0.16800154,0.154892544
Euro area,EMU,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.495985258,0.469942314,0.440131308,0.423920902,0.405049201,0.39468195,0.390474414,0.37073355,0.358730127,0.342405381,0.323599696,0.31348513,0.300778916,0.300576184,0.289020474,0.277213641,0.253551287,0.23513327,0.220711742,0.208960566,0.208068972,0.19216236,0.187501128,0.17741962,0.163348487,0.161933613,0.152212706,0.145151994,0.1354594,0.121569337,0.113088471
Eritrea,ERI,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,0.237363931,0.295837431,0.276815174,0.287409282,0.282237513,0.243426755,0.175383742,0.182904396,0.180902966,0.178019635,0.166791528,0.169467755,0.167074167,0.132410773,0.116453272,0.109038914,0.103157691,0.102742833,0.106800644,0.114060531,,,,,,,,,
Spain,ESP,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.404088104,0.393842163,0.399163618,0.369756329,0.370417646,0.371796891,0.339739924,0.346467698,0.333548394,0.3453325,0.334911578,0.314384641,0.309732384,0.301561941,0.299036013,0.290839882,0.250604675,0.24149795,0.212140263,0.193647863,0.185781535,0.184929526,0.18217211,0.161180078,0.155216272,0.158618339,0.143157627,0.143655212,0.135597002,0.119043038,0.112553609
Estonia,EST,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,1.772196188,1.791743107,1.599164907,1.402396856,1.324286556,1.134347332,1.063655709,0.919650985,0.92667582,0.845929268,0.745797819,0.617592857,0.664163633,0.573374792,0.514041875,0.642725334,0.567595182,0.494083632,0.520648108,0.462413825,0.374616151,0.386087657,0.37645484,0.326528321,0.194377621,0.135348619
Ethiopia,ETH,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.116392154,0.122413439,0.085221824,0.094145474,0.104056766,0.10933999,0.106478677,0.108136582,0.116891134,0.107876652,0.11135602,0.124423169,0.125352659,0.138034603,0.125709437,0.103186463,0.096667434,0.09317868,0.089776096,0.082578784,0.071819003,0.073824858,0.076057628,0.083234787,0.084117918,0.07806588,0.078330762,0.073839295,0.072375433,0.068230663,0.064902355
European Union,EUU,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.572589079,0.540223911,0.505597575,0.487209929,0.463120129,0.44806198,0.44564458,0.419756948,0.399258668,0.377159458,0.354910604,0.343425644,0.327476741,0.327837028,0.312395904,0.29879402,0.274885382,0.254012418,0.236362178,0.223193765,0.221590609,0.20529526,0.198330985,0.187004938,0.172725999,0.170501116,0.160931453,0.154015552,0.143685529,0.12846767,0.119867678
Fragile and conflict affected situations,FCS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.871581688,0.818845622,0.760923321,0.72330991,0.696178931,0.692077343,0.649078877,0.61139275,0.540826194,0.50695205,0.482301682,0.466039027,0.447704458,0.461993368,0.390335775,0.361369565,0.329009769,0.298499002,0.286927455,0.268642646,0.271702077,0.264863614,0.2573628,0.244527171,0.232154674,0.215515776,0.211041099,0.197878126,0.194119113,0.183477428,0.16940925
Finland,FIN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.602988554,0.626216975,0.600369845,0.603716385,0.637324997,0.560645531,0.607862272,0.541189852,0.471296354,0.441708781,0.397328158,0.423540725,0.426445982,0.473466069,0.414904047,0.329832051,0.369408971,0.325283118,0.266033993,0.267255017,0.299274482,0.250025564,0.223277366,0.222400266,0.202411615,0.183861644,0.185075101,0.164164327,0.162349678,0.143269957,0.125611486
Fiji,FJI,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.233207706,0.234495442,0.227235932,0.213544522,0.198464234,0.191774735,0.193311083,0.188856399,0.179745946,0.167178934,0.176932183,0.210971442,0.1696785,0.19470962,0.229259603,0.179174513,0.1911868,0.176613005,0.131191214,0.117382948,0.165500523,0.147980271,0.129924379,0.129248157,0.123439622,0.117216429,0.108764341,0.112961372,0.110736849,0.109917442,0.096502223
France,FRA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.346598971,0.35449845,0.33035861,0.30789817,0.290260539,0.284744049,0.288312681,0.269253212,0.271120696,0.255013604,0.234805715,0.223385156,0.210540387,0.214882959,0.207408239,0.197633486,0.179970901,0.166187418,0.158552658,0.153249555,0.149038914,0.136944724,0.136748125,0.129748969,0.114956259,0.114465983,0.109575259,0.106510309,0.098211549,0.088318418,0.081876518
Faroe Islands,FRO,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0,0,0.696147304,0.671926347,0.703386714,0.74730523,0.78383099,0.864040352,0.883154579,0.800063195,0.701332015,0.623298972,0.555638364,0.57101691,0.509745783,0.395380374,0.379459182,0.422498593,0.366825771,0.468620558,0.312990406,0.336971508,0.374089918,0.399283901,0.408447655,0.397227622,0.395695215,0.377146961,0.37027086,0.360494853,0.265471815
Gabon,GAB,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.348667368,0.35330296,0.354514947,0.342204717,0.320319248,0.337438064,0.356292404,0.317487681,0.348346636,0.355863965,0.357724361,0.350739898,0.331185188,0.343291674,0.314215135,0.295122826,0.264353183,0.220658943,0.238935208,0.234181911,0.239089647,0.219283857,0.208496195,0.210832176,0.205901435,0.213614049,0.222545015,0.17248584,0.160026892,0.155828172,0.15892
United Kingdom,GBR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.574155615,0.570472868,0.543077981,0.50229774,0.468164287,0.440864706,0.42731045,0.389635752,0.379656159,0.363694701,0.339765901,0.330424702,0.307340102,0.30029274,0.282425648,0.273646771,0.256489773,0.243555811,0.226911617,0.213868825,0.210718758,0.18925348,0.19154068,0.177105211,0.155853654,0.14493723,0.132128472,0.120597363,0.115206467,0.105218848,0.100556797
Georgia,GEO,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,1.217576991,1.136902068,1.587650225,1.758761961,1.247176073,0.932218713,0.640625992,0.494209984,0.428600213,0.372311372,0.377302,0.25937595,0.20372854,0.191980292,0.188806174,0.210131644,0.206410804,0.21365948,0.176029103,0.211004215,0.185720933,0.207667812,0.196314899,0.203391275,0.201002213,0.20871094,0.20474833,0.195551014,0.178795173,0.181490988,0.186777267
Ghana,GHA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.103442777,0.085232831,0.09445194,0.089285125,0.091470474,0.094018754,0.096550823,0.094263676,0.134330079,0.135750387,0.108881327,0.112626577,0.13000393,0.115940571,0.099277759,0.097129673,0.109079873,0.109877286,0.093473612,0.103635657,0.105724819,0.094493939,0.098289527,0.098661531,0.088175306,0.098774515,0.102285695,0.10158898,0.10353379,0.102691345,0.108465061
Gibraltar,GIB,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.17834128,0.172455206,0.168115014,0.160766055,0.156514243,0.151719999,0.151089226,0.148039688,0.149205559,0.149145589,0.148332907,0.146835057,0.142915723,0.144992275,0.14322415,0.139596585,0.138623358,0.131484803,0.126037876,0.133660724,0.148473912,0.144265451,0.129086451,0.109475062,0.110608035,0.121269525,0.115020538,0.11384354,0.117533678,0.132210654,0.124962986
"Gambia, The",GMB,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.13086403,0.125041137,0.118259436,0.117294781,0.114665427,0.116540454,0.113504106,0.110914836,0.113180916,0.111319585,0.09718403,0.1132447,0.110621523,0.10150702,0.098079573,0.102000234,0.107864579,0.116705154,0.112694389,0.119018807,0.099433994,0.109132189,0.108074684,0.103360881,0.1235255,0.135902491,0.133422815,0.13125914,0.118636772,0.111389428,0.110118563
Guinea-Bissau,GNB,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.174247498,0.161488313,0.16023218,0.15986297,0.15035694,0.142137762,0.119664945,0.123124899,0.147967462,0.160515066,0.114223769,0.110206636,0.11358844,0.140685851,0.140365077,0.133134309,0.130572458,0.130618882,0.120779569,0.1218105,0.118197509,0.108241742,0.113090318,0.110011414,0.113008171,0.101597506,0.097961392,0.087111784,0.087056613,0.083771012,0.08568904
Equatorial Guinea,GNQ,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.254182921,0.259114785,2.335684492,2.220294496,2.008600366,1.780536998,1.151054115,0.623768603,0.605816429,0.766179663,0.379899177,0.331827929,0.240495565,0.227447761,0.31682823,0.267526729,0.2398585,0.229497762,0.175741686,0.179714226,0.194392275,0.179993407,0.151484799,0.160063761,0.157249427,0.195555891,0.234506741,0.188664662,0.185481914,0.185478313,0.171556019
Greece,GRC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.557089213,0.5240357,0.524628431,0.520240223,0.509863111,0.508161004,0.483004526,0.457956236,0.450651837,0.439810163,0.447831461,0.424356469,0.391776542,0.383740636,0.357962874,0.362765259,0.320096333,0.321958844,0.293739949,0.280958998,0.282133136,0.296574016,0.291067293,0.254375953,0.239813867,0.234865564,0.225484597,0.21712504,0.204545307,0.179593561,0.168157685
Grenada,GRD,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.252495277,0.255364514,0.259467642,0.266351601,0.275479447,0.284167166,0.309406909,0.306711967,0.29332459,0.280422005,0.25302243,0.263495696,0.254825091,0.242061277,0.230466012,0.207459959,0.216888778,0.211565175,0.214408493,0.228915004,0.237063063,0.219271556,0.232249286,0.246602154,0.178486168,0.175747377,0.167433519,0.159891078,0.166680996,0.175794858,0.1885982
Greenland,GRL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.130865571,0.125307004,0.14003783,0.139333347,0.139519195,0.152297668,0.141451614,0.1410654,0.168047384,0.157905508,0.17123882,0.17052332,0.172450336,0.166058332,0.159939313,0.160982603,0.148135381,0.146117342,0.125745781,0.131104373,0.121605781,0.117330837,0.114400999,0.116457445,0.117878186,0.128998812,0.134109981,0.123466776,0.127497942,0.126688843,0.112925388
Guam,GUM,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.517240066,0.460592365,0.394716052,0.358515313,0.420450785,0.424690039,0.398788602,0.402437573,0.410724229,0.390716093,0.370495143,0.350736031,0.336936283,0.3316769,0.32863,0.288022844,0.239077093,0.261554217,0.251969738,0.2451791,0.251526147,0.24386118,0.252744382,0.236041099,0.246808512,0.242022703,0.28444176,0.265805472,0.259911036,0.261917795,0.178429674
High income,HIC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.613833044,0.583509183,0.559542484,0.542768531,0.522496337,0.504226022,0.494548002,0.479592037,0.460771013,0.442944214,0.423495333,0.40935238,0.39155748,0.382684831,0.363617854,0.345559808,0.320525927,0.306648641,0.290217461,0.279368076,0.27889865,0.261824861,0.250416652,0.242966613,0.231666775,0.225737911,0.216476298,0.205617486,0.196726968,0.183260854,0.171692889
"Hong Kong SAR, China",HKG,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.241559571,0.241768569,0.248230778,0.241558249,0.264598418,0.2903171,0.282473089,0.274459336,0.303686121,0.305953641,0.293065085,0.324487827,0.323221789,0.334973574,0.345044466,0.291081118,0.302997329,0.297397234,0.281626773,0.269633087,0.252199464,0.284273901,0.286572068,0.265738639,0.247873986,0.239748985,0.217831247,0.178799782,0.161938682,0.174965888,0.164396547
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.152863904,0.15145959,0.148191742,0.137192419,0.135420464,0.133336895,0.131529228,0.13049065,0.13171166,0.130117853,0.125260197,0.123236312,0.124153613,0.122235588,0.118772681,0.114641117,0.113724804,0.113027165,0.110351516,0.112688495,0.113047508,0.114831874,0.118363259,0.116002803,0.112312839,0.11401375,0.112578735,0.109926983,0.107740675,0.107826338,0.101475194
Croatia,HRV,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,0.415267539,0.380197576,0.394790266,0.413455069,0.41274341,0.378283928,0.383209576,0.36893877,0.366577415,0.333461745,0.321930238,0.284062356,0.271075375,0.239685708,0.232638849,0.225460035,0.210267827,0.189587488,0.180195179,0.170946941,0.168846737,0.159682819,0.154784095,0.138715554,0.128378375,0.1300313
Haiti,HTI,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.067605886,0.0630035,0.058520693,0.046591592,0.0140992,0.059990491,0.066343526,0.076463248,0.07607674,0.07703766,0.079632232,0.084892361,0.094436193,0.088665669,0.080564804,0.077514745,0.07449444,0.082436942,0.07817112,0.071982567,0.093059967,0.095189118,0.085294779,0.086330516,0.096526306,0.105695206,0.100058123,0.095681151,0.090893692,0.091619688,0.090477731
Hungary,HUN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,0.747439692,0.677387085,0.669902742,0.630592661,0.604858698,0.606167145,0.563688279,0.537240662,0.52023892,0.451306729,0.418184998,0.376775071,0.371100322,0.34269251,0.324043844,0.299547555,0.280423703,0.254868197,0.230329825,0.220225325,0.204261512,0.18814191,0.167847354,0.160266915,0.164469604,0.161359355,0.17127996,0.15773844,0.139610256,0.134377037
IBRD only,IBD,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.875001109,0.840133821,0.802910127,0.766767664,0.723102789,0.71016167,0.667457959,0.633218097,0.624586149,0.592816455,0.56836658,0.551919743,0.539506909,0.541240288,0.528497155,0.512154882,0.48515083,0.460814289,0.435543227,0.430033825,0.424271918,0.416508032,0.400651441,0.390072757,0.380026707,0.369634014,0.354768804,0.342250983,0.330901257,0.316940533,0.311366189
IDA & IBRD total,IBT,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.822144689,0.790240878,0.755557569,0.722225937,0.681877899,0.669577706,0.631391387,0.599805878,0.591103054,0.5621138,0.539855262,0.524033969,0.511168812,0.511812722,0.499425443,0.483577978,0.458742454,0.436245978,0.412849166,0.406407825,0.401302175,0.3942267,0.379183662,0.36864485,0.35837386,0.348044125,0.334808091,0.323781787,0.312972602,0.299822626,0.294049654
IDA total,IDA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.360124658,0.354430888,0.34249976,0.326895072,0.308567753,0.30011489,0.300793309,0.290398753,0.287844476,0.28294436,0.276517248,0.26763364,0.252015538,0.240869657,0.229168078,0.215861322,0.204222768,0.193450701,0.184792901,0.173001073,0.170673916,0.16593228,0.155961057,0.149118755,0.144127217,0.140149438,0.14338895,0.144979979,0.138973657,0.134289307,0.128709337
IDA blend,IDB,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.492659854,0.493755014,0.48451957,0.47353228,0.437729589,0.424566,0.424555717,0.412074093,0.406897697,0.402403118,0.397636356,0.381242857,0.34738156,0.326058802,0.306921692,0.27937979,0.262704103,0.24362785,0.233251278,0.211288762,0.209713392,0.202130893,0.185218366,0.181142924,0.174397049,0.168029154,0.173866238,0.175142686,0.1636669,0.159182679,0.154610838
Indonesia,IDN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.265263852,0.262937054,0.254929025,0.252485509,0.247371748,0.251430659,0.242354531,0.251045091,0.287456114,0.299197867,0.280000147,0.284369873,0.271123572,0.277196214,0.262682993,0.241622851,0.236661588,0.225894294,0.206969159,0.204362389,0.201990708,0.213410361,0.199628851,0.176880821,0.184818306,0.184708083,0.176319462,0.178083395,0.182225864,0.181647259,0.170356649
IDA only,IDX,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.234164256,0.221493658,0.204311063,0.187619154,0.185791375,0.184612363,0.186339734,0.181701559,0.182752202,0.179231093,0.171975914,0.169563952,0.167817562,0.165600406,0.159380025,0.158803731,0.152006333,0.149033635,0.14270341,0.139297004,0.136712333,0.134450035,0.13051138,0.121614296,0.118487633,0.116824481,0.118868388,0.121282252,0.119634698,0.115189479,0.109069798
Isle of Man,IMN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.537642172,0.55447328,0.530082396,0.514102094,0.49696217,0.486755217,0.46626279,0.466240738,0.443209092,0.432767575,0.424045345,0.402231676,0.394315849,0.368078685,0.356399284,0.335174941,0.321735306,0.32007836,0.324626416,0.328545597,0.317402012,0.312677991,0.310319157,0.304503906,0.31663472,0.301408378,0.283807113,0.278944393,0.272436256,0.2540726,0.241815117
Not classified,INX,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.641098516,0.618314948,0.58569975,0.559757428,0.537300581,0.489225387,0.467396975,0.432521229,0.412384599,0.393691905,0.369985384,0.35585439,0.31720294,0.30401864,0.283450338,0.277127203,0.250045368,0.226478927,0.231525517,0.215766727,0.204772936,0.176578451,0.173848576,0.16148125,0.148985777,0.113959044,0.114876535,0.100399811,0.090663898,0.0809756,0.071583077
"Iran, Islamic Rep.",IRN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.468545395,0.443882243,0.448035622,0.450047529,0.504995754,0.491760354,0.467950014,0.474304809,0.457266949,0.491222655,0.477805278,0.474607119,0.451695697,0.42966666,0.429731487,0.435820155,0.432461252,0.413422478,0.41163607,0.419837311,0.391302786,0.380965541,0.431507716,0.466734621,0.482051487,0.529762786,0.497138589,0.488871577,0.494878039,0.491972063,0.463450992
Iraq,IRQ,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,0.951606633,1.037464388,1.034548412,1.112036341,1.045202455,0.913544133,0.890784939,0.504181127,0.334981046,0.337622014,0.361208665,0.362057082,0.499740943,0.343961547,0.31692358,0.283588893,0.250408651,0.261036206,0.268172266,0.286964605,0.272208439,0.266780659,0.270048278,0.280480174,0.383416103,0.415082252,0.395796972,0.404742973,0.404919396,0.411203663
Iceland,ISL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,0.312319779,0.340215898,0.295630264,0.273579944,0.258015279,0.265703717,0.238106415,0.239327989,0.235161094,0.222058364,0.204177438,0.191704179,0.184437135,0.157250956,0.158094,0.154877235,0.144596619,0.13806185,0.14131064,0.135967338,0.126409628,0.09102863,0.087458255,0.084228615,0.076167428,0.072649344
Israel,ISR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,0.411481132,0.397437994,0.393686358,0.377856263,0.370943225,0.352810096,0.349648607,0.356958592,0.38162215,0.355995574,0.34356908,0.346295177,0.329202347,0.326026503,0.314679968,0.315719798,0.288529073,0.297483658,0.239302961,0.226749048,0.220647279,0.199777286,0.191742216,0.171878338,0.169424983,0.157765575
Italy,ITA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.383354684,0.364125733,0.351494268,0.341706254,0.32368661,0.327096918,0.314347461,0.305909373,0.299439459,0.297153766,0.282968175,0.273283775,0.270463109,0.276193943,0.277089455,0.271279108,0.247318168,0.230214121,0.212939983,0.194170202,0.194468801,0.182538599,0.17342571,0.158389801,0.148845457,0.150769295,0.137707582,0.130778391,0.124939816,0.115961952,0.109672301
Jamaica,JAM,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.648137211,0.593077503,0.625820133,0.570960793,0.55521605,0.550210505,0.563665703,0.570204089,0.610379211,0.611289994,0.597578529,0.577509509,0.566637599,0.554089248,0.531298135,0.51017971,0.549082515,0.525761966,0.416149601,0.354300364,0.336842046,0.32652399,0.299066756,0.306690718,0.292706152,0.278884519,0.282536628,0.257663512,0.293568374,0.279364541,0.212821247
Jordan,JOR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.635372285,0.595555376,0.620837459,0.593973842,0.589898682,0.569578648,0.558543126,0.550855659,0.537714098,0.513377584,0.535449002,0.496910751,0.480253505,0.463833107,0.446614935,0.428173824,0.390022804,0.367129033,0.318737662,0.311444957,0.29396908,0.288078238,0.32449872,0.29973197,0.312064177,0.288570221,0.274019683,0.264543402,0.240690923,0.217689245,0.196876554
Japan,JPN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.443519949,0.419523059,0.410592244,0.400243963,0.406285625,0.391157102,0.376796934,0.363081534,0.350534212,0.358688196,0.342200731,0.329972368,0.330806548,0.323376561,0.306498924,0.295704172,0.277431142,0.273977806,0.256534752,0.256629751,0.255721366,0.262188507,0.261337618,0.252385385,0.241795128,0.226609291,0.225798002,0.218696169,0.207915911,0.200572687,0.192676138
Kazakhstan,KAZ,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,1.756609284,1.982504323,2.108920783,1.95960344,1.99422254,1.872067958,1.601249682,1.334342605,1.381639308,1.197813725,1.045017642,0.880135461,0.880839879,0.881190774,0.84667673,0.801324726,0.76893785,0.73609435,0.852984383,0.739159697,0.731946765,0.713430281,0.661138671,0.622862701,0.489524954,0.468954359,0.477724649,0.479176863,0.453679461,0.402297257,0.421839334
Kenya,KEN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.158371975,0.144965449,0.144565846,0.13846809,0.134646183,0.13591641,0.140386438,0.129713974,0.135390102,0.135805561,0.147712491,0.12709162,0.121066263,0.102883972,0.106841254,0.111153409,0.113574019,0.104592148,0.108017408,0.123977618,0.122494254,0.118742642,0.103417858,0.102037456,0.106503692,0.10258882,0.100147621,0.09519828,0.084301253,0.079719309,0.078765509
Kyrgyz Republic,KGZ,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,2.037962762,1.921326317,1.469362185,1.243460206,0.989039957,0.719055475,0.826807243,0.729060247,0.748576631,0.56579295,0.509191417,0.403446888,0.497906472,0.512667937,0.464663909,0.430953767,0.409698047,0.443652216,0.461641094,0.403481389,0.380343616,0.422929177,0.500106243,0.408887301,0.394151511,0.408908671,0.339981426,0.30175442,0.340195825,0.283066267,0.272776241
Cambodia,KHM,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,0.123053979,0.190189711,0.174908781,0.168704648,0.171005012,0.18532781,0.164295679,0.150340603,0.149081387,0.141462517,0.137524341,0.121357593,0.116122618,0.113383762,0.123758386,0.126087084,0.146457395,0.147966373,0.141253691,0.133814474,0.125373506,0.142786563,0.160321469,0.190991899,0.201308739,0.195854096,0.239883776,0.251916926
Kiribati,KIR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.264499783,0.263309849,0.2603704,0.290171513,0.262917207,0.283929358,0.31516704,0.289772213,0.25665288,0.262770986,0.267449903,0.259478764,0.310021973,0.317138628,0.342996669,0.385492495,0.413489385,0.336230088,0.370529063,0.334420191,0.309670039,0.297563473,0.295770772,0.308570293,0.288502429,0.262591062,0.24401981,0.306476203,0.28667987,0.28942444,0.224593779
St. Kitts and Nevis,KNA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.313061701,0.312917284,0.299017716,0.280474109,0.284157157,0.270741748,0.263887143,0.254348926,0.273568834,0.274069014,0.262518191,0.254150521,0.263872485,0.269493982,0.273987478,0.224864995,0.218535022,0.225688769,0.196337605,0.208570749,0.206544026,0.205376085,0.207266388,0.195597621,0.180602941,0.187113395,0.183246439,0.173454817,0.167478213,0.159606743,0.172105127
"Korea, Rep.",KOR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.691470415,0.669880829,0.666678893,0.672011492,0.651175446,0.63298378,0.612891771,0.5974482,0.528861891,0.512932142,0.513195413,0.488761541,0.452206188,0.438389654,0.4250785,0.396337264,0.374628793,0.355970884,0.350528163,0.361952938,0.365754978,0.368233457,0.356363238,0.347212024,0.328064555,0.314351766,0.303627711,0.297662646,0.283811295,0.272407309,0.245890929
