Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Kuwait,KWT,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,0.389862606,0.379151118,0.408367393,0.37704944,0.361746748,0.363374364,0.391487328,0.426739558,0.434270516,0.452288985,0.451863827,0.394851477,0.371596251,0.367789454,0.343839684,0.307849674,0.316655736,0.346665759,0.364742999,0.33629487,0.308128904,0.317382244,0.330830666,0.491405391,0.516791774,0.438144052,0.428200132,0.428519532,0.456409806
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.299501351,0.291357733,0.282566621,0.276798581,0.27149803,0.26771694,0.269438526,0.26808258,0.269615927,0.263719333,0.258643439,0.25206504,0.246103279,0.240227239,0.231997436,0.222717864,0.210754929,0.20205125,0.194204033,0.188755528,0.187286472,0.181867982,0.182712221,0.180231854,0.176862305,0.177958835,0.170185828,0.160514084,0.14979297,0.1467162,0.139647088
Lao PDR,LAO,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.117560745,0.11603971,0.117250589,0.11080994,0.104919941,0.101524059,0.107952072,0.105004525,0.103016626,0.097525839,0.092700782,0.094721332,0.097557711,0.093947231,0.090487522,0.085029877,0.09922462,0.09479346,0.101872468,0.116654134,0.120426876,0.115494239,0.104861485,0.120254081,0.11139657,0.213451648,0.335159242,0.377587554,0.358137495,0.325255405,0.319592109
Lebanon,LBN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.522995982,0.42387073,0.354984304,0.460416471,0.455277727,0.494357351,0.463078521,0.51439098,0.494570202,0.513787497,0.456110128,0.462952851,0.43933305,0.431707224,0.404607187,0.369214991,0.331363727,0.273451456,0.304984091,0.322928304,0.281514207,0.27748561,0.28611781,0.262641534,0.267494678,0.274524327,0.267342489,0.268129604,0.250675694,0.259870934,0.260385422
Liberia,LBR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,0.150652272,0.150703282,0.14157031,0.213219014,0.237442848,0.261390462,0.241488609,0.20026978,0.154527959,0.14410877,0.183466377,0.193064835,0.18953228,0.153575493,0.194967249,0.212585655,0.213152997,0.172449239,0.147862899,0.151522711,0.158648018
Libya,LBY,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,0.419063149,0.408969248,0.404695887,0.412653406,0.384254039,0.35484005,0.3363194,0.305913011,0.261668786,0.277363341,0.30520831,0.303213153,0.416831658,0.337990532,0.413729872,0.467240693,0.374026766,0.354394695,0.337324267,0.316915653,0.354420701,0.405116964
St. Lucia,LCA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.201224318,0.201959703,0.206960865,0.2230248,0.237262756,0.240378894,0.245171203,0.243397352,0.249097702,0.250190905,0.248320225,0.264989026,0.250901208,0.250457796,0.239265281,0.229705461,0.220293776,0.215034023,0.203276261,0.207534806,0.233614857,0.216732184,0.220376816,0.212070936,0.206879706,0.206568012,0.196470897,0.196535999,0.18549392,0.185745322,0.226364207
Latin America & Caribbean,LCN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.320987045,0.308290264,0.297681672,0.291324897,0.284974429,0.281920384,0.285097886,0.283382509,0.283951276,0.278564147,0.271688716,0.264631751,0.260981296,0.255000142,0.24454403,0.234758208,0.220296581,0.209949901,0.203471607,0.199164406,0.198391503,0.191780177,0.193857606,0.190580564,0.185671937,0.185238871,0.176343814,0.165478269,0.15422104,0.149611147,0.13997609
Least developed countries: UN classification,LDC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.136177506,0.127816308,0.125510912,0.126805628,0.134996937,0.140473683,0.139712917,0.138899941,0.136676926,0.136646077,0.130569442,0.129945732,0.127171738,0.129213144,0.124319399,0.11795607,0.11323765,0.109586106,0.106936387,0.11023422,0.110865741,0.111314814,0.111190652,0.112572508,0.111433072,0.110943642,0.11323592,0.115162529,0.113290387,0.108985277,0.101939322
Low income,LIC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.812612075,0.759997474,0.682869831,0.623227871,0.591357732,0.542982424,0.487173713,0.444477098,0.420890192,0.421694202,0.417589834,0.400823883,0.376710913,0.367599802,0.349316694,0.350586906,0.335269452,0.29987062,0.297749681,0.26498016,0.244563526,0.219379954,0.211130722,0.179438143,0.167185517,0.141575062,0.134854229,0.153921568,0.148298352,0.145778872,0.134326829
Liechtenstein,LIE,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.092900094,0.089180884,0.109984619,0.097496693,0.102389662,0.095876046,0.130298918,0.120166085,0.11714164,0.122174123,0.129707744,0.127887264,0.12712064,0.128285878,0.122832599,0.121824581,0.097364043,0.097260488,0.084895915,0.078169429,0.07604923,0.08082192,0.080413394,0.062424537,0.071772692,0.075159175,0.083685888,0.079438877,0.071070652,0.075577901,0.072941065
Lower middle income,LMC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.578700303,0.563049154,0.530679931,0.507842377,0.48382873,0.472649593,0.446499091,0.439115072,0.420702287,0.415130488,0.399952134,0.385017421,0.371853213,0.354691069,0.339375001,0.321989045,0.307507125,0.298248483,0.292999944,0.289337925,0.281801312,0.276147636,0.271770634,0.266535652,0.269930842,0.26311146,0.256114796,0.250834286,0.245159081,0.233202736,0.223833273
Low & middle income,LMY,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.819788269,0.788969891,0.754904162,0.721292014,0.680668816,0.669188964,0.628271943,0.597701147,0.591634679,0.56314141,0.541907235,0.526183351,0.51295804,0.5133519,0.502703014,0.487216017,0.463076108,0.44100577,0.417802588,0.411156216,0.405626469,0.398798967,0.383428546,0.372756294,0.362910864,0.352672789,0.339551375,0.329121313,0.318519118,0.305975139,0.300789095
Lesotho,LSO,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,1.009341427,0.946879434,0.898633,0.871307511,0.825754052,0.798151221,0.755770555,0.729759303,0.72382212,0.718462029,0.685155635,0.655642397,0.65179996,0.619559636,0.608535901,0.579284854,0.545235423,0.519167199,0.494584798,0.521053409,0.502380139,0.628731488,0.627538409,0.424387693,0.409933819,0.338403912,0.339847613,0.430456688,0.404343223,0.407090174,0.436462491
Late-demographic dividend,LTE,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,1.172515847,1.131651983,1.092861623,1.026229344,0.945507771,0.919630055,0.859290753,0.799245614,0.778425156,0.728458746,0.692100992,0.666685915,0.6443016,0.648198214,0.640272277,0.625487734,0.587758655,0.551261711,0.512850571,0.503418752,0.499282002,0.488896774,0.465815021,0.4542359,0.436713314,0.428204401,0.413004464,0.397412484,0.381493428,0.36523761,0.36114901
Lithuania,LTU,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,0.638636964,0.619152723,0.550902098,0.533753711,0.444350729,0.355739753,0.340564638,0.311014832,0.272535051,0.270764466,0.266100476,0.241585505,0.214069398,0.197167411,0.204034139,0.202474151,0.170936647,0.161576489,0.14336972,0.131436973,0.132130047,0.126302509,0.117519573,0.114340629,0.105023309,0.104048974
Luxembourg,LUX,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.986747988,0.91499273,0.85485323,0.81609878,0.714464513,0.552656563,0.530996979,0.462511091,0.402402332,0.369126234,0.35575371,0.367897291,0.375676243,0.376696741,0.393440153,0.372310459,0.314315405,0.272029494,0.247959394,0.241478041,0.240774287,0.222720258,0.208502553,0.18551344,0.16462062,0.148662111,0.134069172,0.13134715,0.131602745,0.128062521,0.104212095
Latvia,LVA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,0.656108279,0.631169158,0.540353847,0.477390935,0.426407296,0.364015579,0.347990893,0.315690075,0.300029908,0.274090338,0.247670029,0.233107233,0.212599456,0.190203164,0.20197121,0.229345198,0.199193464,0.174796183,0.163557324,0.15336481,0.148142047,0.136459096,0.127788658,0.130831752,0.120525801,0.111087646
"Macao SAR, China",MAC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.315314614,0.305925192,0.328776147,0.332637462,0.319089755,0.343263232,0.296775983,0.311135599,0.293916367,0.299546323,0.291547926,0.292030556,0.286356402,0.262947006,0.269582045,0.269179133,0.250092749,0.242474869,0.236235587,0.226886463,0.229865391,0.230609364,0.236005892,0.224615712,0.236410512,0.223755853,0.220059681,0.220678732,0.213306077,0.224885536,0.224780851
Monaco,MCO,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,1.306971503,1.168327216,1.040595515,0.994014711,0.862290692,0.753586815,0.726518046,0.679172098,0.675505868,0.613348316,0.581645185,0.525188765,0.506690377,0.461794947,0.457482312,0.458387663,0.426894391,0.390928583,0.303167289,0.309332141,0.303687401,0.27698408,0.255306727,0.254162437,0.251423994,0.261164448
Madagascar,MDG,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.063410154,0.06998666,0.068478363,0.067694395,0.08070302,0.087909283,0.080596311,0.082897603,0.090417991,0.087394194,0.081046971,0.075467861,0.057026938,0.070528926,0.06912528,0.066473007,0.058584242,0.056796192,0.053956683,0.052882776,0.057587196,0.065164821,0.08014151,0.083111183,0.082029461,0.087622165,0.07954902,0.085919761,0.077191646,0.086314772,0.064134289
Maldives,MDV,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,0.163534177,0.160398668,0.174752663,0.147786371,0.189731305,0.192080448,0.203641869,0.238624076,0.176957388,0.213580824,0.210986872,0.208796042,0.194608319,0.188181438,0.21434866,0.208287657,0.197655713,0.211656214,0.184832364,0.195889799,0.174715091,0.175821586,0.17025162,0.175752787,0.181151254,0.193815481
Middle East & North Africa,MEA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.43489177,0.397230788,0.401577155,0.410275038,0.423430869,0.416454673,0.403064932,0.401060201,0.379922472,0.380578141,0.364426217,0.368104573,0.369025409,0.358456018,0.341140652,0.337236466,0.328232625,0.317894429,0.317122718,0.323286945,0.317561541,0.305728352,0.3074133,0.310062838,0.319446172,0.35096435,0.352285285,0.335311921,0.319620491,0.312066507,0.30648855
Mexico,MEX,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.378588403,0.374860407,0.357151926,0.374392295,0.382892552,0.373652717,0.362871603,0.356194414,0.352789542,0.331559064,0.329816087,0.322403045,0.323177747,0.325569759,0.312810517,0.308026349,0.288467875,0.279676472,0.265522325,0.261447986,0.254484769,0.240417297,0.231282765,0.221238881,0.205035849,0.204256279,0.193828695,0.187674281,0.170703368,0.173651277,0.15974286
Marshall Islands,MHL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0,0,0.761051577,0.743281067,0.716451609,0.67848439,0.749227466,0.785587429,0.801730989,0.800638901,0.83148774,0.787863886,0.815967856,0.798606628,0.802730579,0.762112721,0.77552662,0.77223257,0.82725954,0.81646228,0.784597254,0.771918262,0.756366229,0.734480384,0.738669243,0.727241589,0.70587357,0.680544145,0.636555723,0.571145596,0.419129609
Middle income,MIC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.819474656,0.789144386,0.756011061,0.72294626,0.682161258,0.67143053,0.630833107,0.600556937,0.594901492,0.565798968,0.544190257,0.528515278,0.51551227,0.516079924,0.50555683,0.489726859,0.465372534,0.443529763,0.419915168,0.413771005,0.408509394,0.40187822,0.386127135,0.375836699,0.366192531,0.35635614,0.343226252,0.332220166,0.321501496,0.308791358,0.303783172
North Macedonia,MKD,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.778501657,0.783166848,0.814505305,0.891584158,0.85885314,0.846102334,0.97507319,0.841805793,0.882402651,0.768986075,0.683550578,0.704193971,0.629171971,0.660458254,0.586011292,0.555562627,0.499389266,0.488096935,0.423454234,0.376999942,0.356778754,0.380529567,0.358283199,0.29929008,0.267960004,0.248404262,0.221932957,0.228221571,0.199311383,0.212756801,0.18810844
Mali,MLI,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.064231195,0.056273989,0.061473186,0.063032008,0.065179479,0.068348018,0.068359061,0.07156999,0.084426674,0.08230589,0.08817354,0.081783556,0.081143225,0.075022336,0.08160528,0.076809133,0.075028527,0.081999523,0.084280439,0.077022696,0.080078596,0.082806118,0.08907844,0.094343198,0.097872078,0.094332324,0.086674414,0.08726807,0.086694449,0.082760696,0.087197563
Malta,MLT,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.78474014,0.682276924,0.625222978,0.756273756,0.626107391,0.547183546,0.502772327,0.479629718,0.43505025,0.411373988,0.297323941,0.342081418,0.298725579,0.312616449,0.300501491,0.291557878,0.280463235,0.266411319,0.250899583,0.228319876,0.217258311,0.213347557,0.213773686,0.172386645,0.157881299,0.099408794,0.074794926,0.074733408,0.069830855,0.06638634,0.068963115
Myanmar,MMR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.232491797,0.222600602,0.211466788,0.219184398,0.234256896,0.263514824,0.256186474,0.236359737,0.241037308,0.236656525,0.21972888,0.170737755,0.149880337,0.162312866,0.136290269,0.123022121,0.097777725,0.088793956,0.059749454,0.049832807,0.049545912,0.049141986,0.062434065,0.06526827,0.076742246,0.083497482,0.095209012,0.133080376,0.12337186,0.117914882,0.127522451
Middle East & North Africa (excluding high income),MNA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.498529832,0.464129366,0.465228754,0.478673301,0.501558846,0.494196696,0.468001051,0.467986597,0.423378887,0.412631475,0.397420304,0.397121278,0.386478703,0.382642266,0.366977292,0.367405848,0.355686261,0.339044729,0.334295177,0.336479421,0.322351693,0.317881721,0.32082981,0.326316996,0.337987374,0.349739821,0.345722235,0.339029767,0.331257212,0.320016896,0.307784141
Montenegro,MNE,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,0.418817846,0.405379673,0.407911998,0.42030855,0.424370804,0.392579175,0.338850882,0.273434882,0.31595354,0.21702857,0.305952271,0.28258158,0.270994289,0.245448286,0.23209999,0.232157294,0.189900738,0.18506424,0.186780698,0.175755925,0.198584202
Mongolia,MNG,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,1.77612466,2.141318398,2.010191846,1.869275437,1.560821741,1.430394327,1.162003622,1.077786378,1.034947197,0.99686741,1.007419264,0.954171912,0.960479068,0.85344403,0.771402906,0.806540211,0.809439635,0.749548861,0.67289339,0.711861033,0.693927888,0.637028235,0.593343278,0.604691399,0.557484302,0.541860632,0.553751618,0.553101146,0.551745105,0.551411329,0.521956131
Northern Mariana Islands,MNP,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.288233235,0.222635441,0.276099693,0.285465679,0.223522879,0.229188012,0.201426779,0.196287127,0.169586569,0.148602861,0.166780643,0.142971375,0.142862556,0.158423432,0.142987593,0.116691852,0.112145439,0.12158608,0.112021025,0.117074638,0.116540277,0.130963021,0.138554808,0.147712018,0.158742676,0.154391043,0.188784043,0.194088004,0.175804868,0.184878019,0.170404343
Mauritania,MRT,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.156970917,0.152925598,0.152498852,0.143543517,0.150320646,0.141488834,0.139319108,0.14122527,0.127784935,0.13641333,0.140019758,0.145454133,0.152164031,0.143276495,0.144457258,0.132162299,0.109196528,0.127595924,0.131478179,0.144863647,0.145012878,0.143552012,0.149098847,0.122825725,0.150117937,0.174550372,0.132055514,0.155788198,0.158314614,0.155199066,0.154650914
Mauritius,MUS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.219561449,0.218644974,0.212199706,0.218995449,0.212221358,0.204226374,0.197604437,0.184951117,0.190194156,0.224280595,0.22421408,0.223836091,0.220871766,0.215124946,0.202391487,0.206138761,0.212735277,0.201312825,0.191380364,0.181750283,0.184047914,0.172159261,0.172525506,0.167527744,0.1659058,0.15885659,0.149858216,0.149035477,0.138572455,0.133578849,0.137537964
Malawi,MWI,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.112718891,0.10993065,0.116084632,0.115481243,0.129099784,0.108534233,0.101207892,0.095422426,0.088268431,0.087885869,0.079394021,0.079100395,0.077727086,0.074919319,0.069606657,0.062136192,0.058083789,0.055507663,0.05511097,0.051891231,0.045559883,0.046342196,0.046461684,0.045175634,0.040878354,0.044141575,0.047655385,0.05361141,0.057874663,0.05506632,0.053804217
Malaysia,MYS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.444750289,0.468081631,0.433727619,0.419224268,0.410284383,0.396044292,0.404085419,0.397786949,0.423286536,0.425899473,0.415668107,0.421010821,0.414367921,0.405609924,0.405463819,0.394806563,0.37719816,0.377013282,0.377068991,0.340992294,0.345446989,0.325476334,0.307437058,0.32243939,0.321471377,0.314646519,0.295544146,0.271439668,0.27118313,0.258769191,0.270463123
North America,NAC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.806695598,0.776067893,0.746521052,0.724640548,0.692630896,0.668047663,0.652630767,0.644857502,0.616200454,0.582343889,0.563860593,0.54279925,0.513902366,0.496919494,0.471610049,0.443378523,0.411212787,0.399724999,0.379032745,0.359589759,0.361159156,0.335952032,0.310403232,0.306917769,0.295619777,0.280196598,0.267510934,0.253551313,0.248081007,0.231456195,0.211604981
Namibia,NAM,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,0.188402061,0.187252635,0.215833627,0.240268545,0.245495338,0.253425804,0.245230148,0.240019226,0.224588634,0.208267446,0.254932671,0.207595705,0.207867968,0.188885772,0.189808158,0.169634787,0.16024556,0.176204966,0.17874868,0.172307434,0.170988994,0.171078946,0.173028692,0.165238805,0.168080276,0.168865525,0.172844923,0.169203457,0.169077577,0.166318224
New Caledonia,NCL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.09233478,0.085153987,0.076005385,0.084450603,0.077818372,0.071431787,0.081454868,0.079326649,0.077492653,0.074952844,0.075064032,0.068295447,0.066695183,0.070018576,0.070383082,0.060738439,0.055276622,0.057559266,0.05503893,0.067523983,0.077783258,0.076544221,0.091449255,0.094675711,0.098114694,0.092176596,0.087429646,0.075651245,0.070910246,0.072573375,0.070425351
Nigeria,NGA,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.371573803,0.403203881,0.422209607,0.395462897,0.358173589,0.386207076,0.423396097,0.3979674,0.344951365,0.331766389,0.345125824,0.334169341,0.258137954,0.258205128,0.224990382,0.204941374,0.168553064,0.140708829,0.138574013,0.112810392,0.120789519,0.118532127,0.114408035,0.120463581,0.118184727,0.109619568,0.113840862,0.109499532,0.109894081,0.111119172,0.104622848
Nicaragua,NIC,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.23483849,0.225845667,0.256217425,0.247146866,0.268957719,0.261267039,0.256169666,0.25971948,0.288561675,0.267538916,0.26736936,0.264574373,0.267615018,0.287472835,0.264041474,0.235034111,0.229447318,0.219567977,0.19970605,0.200248198,0.194630737,0.189392823,0.176895483,0.160047872,0.156762124,0.160470507,0.150736252,0.141617792,0.132453236,0.136857175,0.122792612
Netherlands,NLD,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.528488465,0.51795414,0.493938516,0.489115577,0.463568715,0.452748556,0.456017546,0.409489318,0.383085493,0.348848881,0.319303678,0.313823048,0.30097748,0.30744969,0.295200125,0.273475427,0.244196643,0.228577757,0.216426806,0.21789163,0.22864008,0.204103223,0.198819434,0.189842666,0.180404733,0.184738579,0.17799148,0.164993484,0.151922122,0.13974738,0.124894425
Norway,NOR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.374247546,0.327445658,0.341595599,0.34842204,0.34458639,0.323824617,0.294362251,0.289969506,0.303187061,0.291036311,0.206380408,0.203423409,0.199073254,0.210583605,0.19063841,0.163986371,0.146855506,0.142738846,0.12458035,0.139398349,0.140915008,0.126292979,0.117451914,0.115782274,0.116335221,0.127842094,0.127547455,0.114937339,0.103358268,0.100724913,0.103255984
Nepal,NPL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.057967776,0.066384601,0.065082757,0.069931358,0.078292029,0.080537042,0.077599297,0.081227167,0.082394977,0.104968131,0.099660946,0.100034704,0.079131598,0.080953182,0.070021866,0.07446063,0.05733386,0.055582711,0.057148386,0.070426835,0.079355652,0.084211056,0.088700682,0.083698086,0.089938966,0.088781,0.131712166,0.134651255,0.139438354,0.117582045,0.128222601
Nauru,NRU,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,1.472082673,1.512498733,1.131579479,1.114607361,0.675584421,0.682492875,0.724466462,0.606818594,0.476145724,0.502892672,0.458353764,0.518118322,0.459291408,0.512148131,0.446867769,0.401004398,0.294411393
New Zealand,NZL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.451615026,0.445730946,0.463238985,0.42114884,0.391434391,0.370406537,0.369336581,0.38288037,0.368791596,0.362537717,0.355100881,0.36171409,0.342767218,0.345684875,0.320009368,0.322495363,0.295267175,0.26853872,0.26889681,0.236134776,0.228556575,0.211286266,0.22079523,0.198054767,0.18980981,0.186856997,0.165660329,0.162078778,0.155579202,0.148957298,0.135238904
OECD members,OED,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.615125561,0.589237527,0.564889081,0.549323716,0.530659091,0.512731233,0.502672997,0.487747241,0.471532955,0.452709923,0.434016994,0.418193231,0.399786669,0.392214453,0.373403941,0.355328144,0.329079792,0.31533236,0.297192556,0.285640558,0.284529804,0.266918246,0.254590877,0.245616785,0.232637052,0.223653749,0.213805903,0.204223725,0.19587153,0.182368736,0.170182802
Oman,OMN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.251180793,0.302106375,0.258609422,0.242272561,0.243705064,0.264884919,0.25928902,0.248340636,0.233223123,0.25810993,0.270670447,0.282778066,0.301020056,0.32077729,0.304090514,0.285446143,0.332036192,0.33380643,0.295913541,0.292388441,0.306729799,0.332627782,0.340414657,0.347443221,0.371479408,0.459017906,0.485668762,0.460915841,0.467525887,0.46687079,0.447360033
Other small states,OSS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,0.420606903,0.404149419,0.393747217,0.39568995,0.366904047,0.351151649,0.327577038,0.312052421,0.290381478,0.273296392,0.267871072,0.256851655,0.24867908,0.249305657,0.257674393,0.293696194,0.301030968,0.279115372,0.266440045,0.252293752,0.252010878
Pakistan,PAK,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.268147471,0.25223284,0.25430087,0.268803555,0.262315451,0.265593329,0.258033608,0.261474274,0.254469658,0.265110226,0.247639691,0.237127026,0.23325509,0.224098041,0.226620176,0.210530057,0.20951146,0.215259973,0.199619288,0.197961999,0.186141095,0.179251694,0.171435581,0.166279187,0.167757231,0.169773929,0.179190643,0.187760688,0.16240793,0.153351206,0.153341845
Panama,PAN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.208658742,0.214036575,0.225015157,0.217595471,0.220334175,0.228832522,0.218427782,0.212276522,0.241272068,0.200592012,0.201240664,0.230272975,0.193020369,0.185516852,0.1705884,0.195756727,0.183957729,0.159820678,0.139181932,0.16282212,0.160629068,0.15372507,0.143312018,0.123937107,0.116199308,0.101882417,0.091485941,0.078217874,0.072085265,0.090554356,0.079420359
Peru,PER,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.281682268,0.258780187,0.264019219,0.253998089,0.228916372,0.237564922,0.248284556,0.22838507,0.21871388,0.229060229,0.214821562,0.193507072,0.188812067,0.174079463,0.185782314,0.169778401,0.150971592,0.148480329,0.151209143,0.159787363,0.159296586,0.1579517,0.151456193,0.147927671,0.153509511,0.154710278,0.15304522,0.138011573,0.130380028,0.13074237,0.118382206
Philippines,PHL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.24934081,0.23971247,0.252796231,0.262492557,0.265343045,0.297555833,0.300681742,0.312715348,0.308421187,0.285327386,0.268492487,0.248843769,0.239601594,0.229504292,0.214247237,0.201848902,0.169122338,0.163393385,0.15739579,0.156795398,0.154929771,0.147255959,0.1407623,0.146029826,0.145530992,0.151241772,0.151383538,0.15625501,0.149575491,0.145187905,0.144929634
Palau,PLW,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,1.113157798,1.043558123,0.998010838,1.004721157,0.942663628,0.915113898,0.899201733,0.838306497,0.831975291,0.850500304,0.880394763,0.800161334,0.806704561,0.817292727,0.743520114,0.631429446,0.647486375,0.678685658,0.6501636,0.653986917,0.508131644
Papua New Guinea,PNG,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.326792409,0.289592435,0.249063253,0.208937367,0.179445289,0.188500401,0.179905853,0.198007344,0.224770408,0.213516358,0.232380238,0.272524715,0.286505935,0.310362423,0.333302708,0.284953988,0.2635417,0.259465863,0.256579829,0.253245056,0.226863535,0.225805854,0.200599904,0.202224738,0.195327165,0.198018903,0.191430251,0.179882799,0.192663852,0.190153696,0.142550369
Poland,POL,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,1.485656555,1.551708515,1.445163311,1.363397944,1.25207689,1.146243206,1.111293652,0.997771077,0.867996429,0.795958148,0.724263436,0.69025552,0.636676589,0.634145601,0.592014482,0.568186078,0.543514926,0.489179266,0.441834893,0.404963631,0.394787041,0.360128733,0.337853848,0.322444876,0.296918579,0.283716081,0.280330827,0.274925227,0.25632675,0.222119336,0.208619956
